loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
15000,15000,15000, 36 months,5.32%,451.73,A,A1,Owner,10+ years,MORTGAGE,50000,Not Verified,16-Mar,Current,n,,,home_improvement,Home improvement,286xx,NC,15.1,0,Sep-97,0,,,10,0,32673,39.50%,26,w,6102.82,6102.82,9851.13,9851.13,8897.18,953.95,0,0,0,17-Dec,493,18-Jan,17-Dec,0,,1,Individual,,,,0,0,99309,0,1,0,0,42,8235,34,0,3,2923,38,82800,1,1,1,3,11034,27957,18.5,0,0,164,222,18,18,2,18,,11,,0,3,4,4,10,5,8,19,4,10,0,0,0,0,100,0,0,0,214815,40908,34300,24015
16000,16000,16000, 36 months,5.32%,481.84,A,A1,IT Manager,3 years,MORTGAGE,55000,Source Verified,16-Mar,Charged Off,n,,,home_improvement,Home improvement,302xx,GA,1.66,0,Jan-94,0,,,7,0,3000,13.90%,12,w,0,0,4696,4696,2914.88,470.35,0,1310.77,235.9386,16-Nov,481.84,,17-Jun,0,,1,Individual,,,,0,875,52895,0,1,0,0,50,49895,,3,4,2293,14,21600,0,0,1,4,7556,16100,15.7,0,0,113,266,11,11,0,11,,11,,0,4,4,5,7,2,6,10,4,7,0,0,0,3,100,0,0,0,71495,52895,19100,49895
5000,5000,5000, 36 months,9.75%,160.75,B,B3,Service Manager,3 years,MORTGAGE,66000,Source Verified,16-Mar,Fully Paid,n,,,home_improvement,Home improvement,376xx,TN,19.15,0,Jun-81,0,76,71,7,1,5762,60.70%,36,w,0,0,5268.27,5268.27,5000,268.27,0,0,0,16-Nov,4309.19,,17-Dec,0,,1,Individual,,,,0,91,175425,2,3,1,3,6,31484,66,2,2,4059,65,9500,0,11,2,6,25061,2238,72,0,0,153,417,4,4,4,4,,7,,0,2,2,2,6,19,3,12,2,7,0,0,0,4,96.7,50,1,0,196926,37246,8000,47976
3000,3000,3000, 36 months,24.99%,119.27,F,F3,ENGINEER,6 years,RENT,115000,Source Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,935xx,CA,11.24,7,01-Feb,2,18,,17,0,2660,47.50%,48,f,0,0,4001.340649,4001.34,3000,1001.34,0,0,0,17-Dec,1743.54,,17-Dec,0,18,1,Individual,,,,0,0,118253,4,13,4,4,1,115593,97,4,4,0,94,5600,1,3,4,8,6956,500,0,0,0,126,181,2,1,2,9,19,2,19,5,0,3,1,5,31,4,14,3,17,0,0,2,8,74.4,0,0,0,125265,118253,500,119665
1200,1200,1200, 36 months,11.47%,39.56,B,B5,waiter,8 years,RENT,44000,Not Verified,16-Mar,Current,n,,,major_purchase,Major purchase,325xx,FL,12.08,0,01-Oct,0,,,4,0,4855,48.10%,9,w,584.14,584.14,789.67,789.67,615.86,173.81,0,0,0,17-Dec,39.56,18-Jan,17-Dec,0,,1,Individual,,,,0,726,20079,2,1,1,2,2,15224,99,1,1,2917,79,10100,1,1,0,3,5020,4360,51.6,0,0,21,173,3,2,0,29,,21,,0,2,3,2,4,2,3,7,3,4,0,0,0,2,100,0,0,0,25525,20079,9000,15425
24000,24000,24000, 36 months,11.47%,791.09,B,B5,X ray Technician ,2 years,RENT,54000,Verified,16-Mar,Current,n,,,debt_consolidation,,606xx,IL,29.33,0,May-94,1,,,14,0,28638,63.20%,34,w,11685.17,11685.17,15791.21,15791.21,12314.83,3476.38,0,0,0,17-Dec,791.09,18-Jan,17-Dec,0,,1,Individual,,,,0,0,44674,1,1,1,1,5,16036,93,2,2,8064,71,45300,0,1,2,3,3191,10184,61.3,0,0,162,262,7,5,0,7,,0,,0,5,10,6,14,6,13,28,10,14,0,0,0,3,100,66.7,0,0,62623,44674,26300,17323
6000,6000,6000, 36 months,6.97%,185.19,A,A3,Insurance Agent,< 1 year,MORTGAGE,56000,Source Verified,16-Mar,Fully Paid,n,,,credit_card,Credit card refinancing,980xx,WA,15.15,1,Oct-86,0,22,70,7,1,8981,51.30%,28,w,0,0,6211.93,6211.93,6000,211.93,0,0,0,16-Oct,5290.63,,17-Dec,0,,1,Individual,,,,0,2470,24138,0,1,1,3,10,15157,72,1,1,8273,63,17500,0,5,4,4,3448,4319,67.5,0,0,122,353,10,10,2,10,,10,,0,3,3,3,12,7,6,19,3,7,0,0,0,2,95.2,33.3,1,0,38487,24138,13300,20987
8500,8500,8500, 36 months,8.39%,267.9,B,B1,Logistics Manager,4 years,OWN,48000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,851xx,AZ,22.4,0,07-Aug,1,,,14,0,15121,43.80%,27,w,4041.68,4041.68,5350.08,5350.08,4458.32,891.76,0,0,0,17-Dec,267.9,18-Jan,17-Dec,0,,1,Individual,,,,0,0,50445,3,7,0,1,14,35324,100,2,2,4363,72,34500,0,0,2,4,3603,7267,53.1,0,0,101,103,1,1,1,50,,1,,0,2,4,3,4,16,7,10,4,14,0,0,0,3,100,33.3,0,0,69750,50445,15500,35250
9600,9600,9600, 36 months,9.16%,306,B,B2,Project Manager,7 years,MORTGAGE,98000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,286xx,NC,18.58,1,06-Oct,0,16,,11,0,21691,50.60%,17,w,4592.11,4592.11,6110.23,6110.23,5007.89,1102.34,0,0,0,17-Dec,306,18-Jan,17-Dec,0,,1,Individual,,,,0,0,29473,0,2,0,0,32,7782,22,0,1,8006,37,42900,0,0,0,1,2679,5585,78.1,0,0,113,113,21,21,0,21,,21,16,0,5,6,6,8,5,9,12,6,11,0,0,0,0,94.1,50,0,0,79107,29473,25500,36207
15000,15000,15000, 36 months,11.47%,494.43,B,B5,Software Developer,2 years,RENT,65596,Source Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,787xx,TX,12.81,0,09-Aug,1,,,11,0,13550,48%,14,w,0,0,15510.01,15510.01,15000,510.01,0,0,0,16-Jul,14117.53,,17-Jul,0,,1,Individual,,,,0,0,74598,1,4,1,1,5,61048,96,1,4,6054,81,28200,3,1,6,5,6782,8141,56,0,0,79,44,7,5,0,7,,0,,0,4,5,4,4,7,7,7,5,11,0,0,0,2,100,0,0,0,91933,74598,18500,63733
2500,2500,2500, 36 months,10.75%,81.56,B,B4,Director of Communications,10+ years,RENT,72000,Source Verified,16-Mar,Fully Paid,n,,,medical,Medical expenses,708xx,LA,22.45,0,Jul-00,0,,,7,0,13800,85.70%,19,w,0,0,2661.2,2661.2,2500,161.2,0,0,0,16-Nov,2174.09,,16-Nov,0,,1,Individual,,,,0,0,186552,1,2,1,1,9,172752,82,1,1,5640,84,16100,0,0,0,2,26650,238,97.9,0,0,162,188,4,4,0,4,,,,0,2,5,2,7,6,5,13,5,7,0,0,0,2,100,100,0,0,197917,186552,11200,181817
5000,5000,5000, 36 months,13.67%,170.09,C,C3,customer service rep,3 years,RENT,30000,Source Verified,16-Mar,Current,n,,,other,Other,067xx,CT,19.76,0,01-Nov,0,65,,19,0,4484,56%,35,w,2477.6,2477.6,3409.21,3409.21,2522.4,871.81,15,0,0,17-Dec,170.09,18-Jan,17-Dec,0,65,1,Individual,,,,0,0,74759,0,12,3,6,8,70275,96,0,2,1637,92,8000,2,0,4,8,3935,2885,41.1,0,0,172,134,14,8,0,14,65,10,65,2,5,7,5,8,22,7,12,7,19,0,0,0,3,97,40,0,0,81308,74759,4900,73308
7000,7000,7000, 36 months,18.99%,256.56,D,D4,,n/a,OWN,23395,Verified,16-Mar,Charged Off,n,,,debt_consolidation,Debt consolidation,954xx,CA,22.27,0,Feb-87,1,,44,12,1,12803,68%,22,w,0,0,5627.27,5627.27,1398.26,896.01,0,3333,599.94,17-Jan,256.56,,17-Dec,0,44,1,Individual,,,,0,0,12803,1,0,0,0,140,0,0,3,9,3903,68,18825,0,0,2,9,1163,1946,81,0,0,143,349,5,5,1,5,,5,,0,8,11,10,10,2,11,19,10,11,,0,0,3,95,57.1,1,0,18825,12803,13625,0
5000,5000,5000, 36 months,7.89%,156.43,A,A5,Teacher,10+ years,OWN,72000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,402xx,KY,4.62,0,Jun-96,1,77,80,7,1,16481,68.70%,21,w,2368.29,2368.29,3124.22,3124.22,2631.71,492.51,0,0,0,17-Dec,156.43,18-Jan,17-Dec,0,77,1,Individual,,,,0,0,147451,1,0,0,0,115,0,,2,3,2954,69,24000,0,0,2,3,29490,4046,42.2,0,0,115,237,6,6,2,11,77,4,77,3,1,4,1,6,2,6,16,4,7,0,0,0,2,85.7,0,1,0,174000,16481,7000,0
30000,30000,30000, 36 months,9.16%,956.23,B,B2,Lineman,10+ years,MORTGAGE,230000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,302xx,GA,16.64,0,03-Sep,0,,,12,0,27811,65.10%,30,w,11340.84,11340.84,22172.09,22172.09,18659.16,3512.93,0,0,0,17-Dec,956.23,18-Jan,17-Dec,0,,1,Individual,,,,0,0,286991,3,4,1,1,6,137748,55,3,3,10636,63,42700,2,1,4,4,23916,12604,65.2,0,0,150,144,3,3,3,3,,2,,0,4,5,5,8,16,7,11,5,12,0,0,0,4,100,40,0,0,351573,165559,36200,169110
19200,19200,19200, 60 months,19.99%,508.58,E,E1,Program Manager,< 1 year,MORTGAGE,125000,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,781xx,TX,27.5,3,Dec-90,2,3,,12,0,11611,83.50%,52,w,15770.6,15770.6,8887.05,8887.05,3429.4,5457.65,0,0,0,17-Dec,262.72,18-Jan,17-Dec,0,13,1,Individual,,,,0,0,360519,2,5,2,5,5,51280,61,2,4,5352,66,13900,8,3,4,9,30043,995,86.4,0,0,123,303,1,1,3,1,23,1,20,6,2,5,3,18,20,6,29,5,12,0,0,2,4,86.3,33.3,0,0,409668,62891,7300,95928
1000,1000,1000, 36 months,19.99%,37.16,E,E1,Server,9 years,RENT,80000,Source Verified,16-Mar,Current,n,,,moving,Moving and relocation,930xx,CA,9.11,0,07-Sep,2,26,40,7,1,2200,40%,11,f,521.68,521.68,770.98,770.98,478.32,262.66,30,0,0,17-Dec,37.16,18-Jan,17-Dec,0,37,1,Individual,,,,0,0,23583,3,2,2,2,3,21383,97,1,3,1821,86,5500,3,0,3,5,3369,3300,40,0,0,102,94,3,3,0,3,26,3,26,1,5,5,5,5,6,5,5,5,7,0,0,0,3,63.6,0,0,1,27572,23583,5500,22072
25000,25000,25000, 60 months,9.75%,528.11,B,B3,Developmental Therapist,5 years,MORTGAGE,70000,Not Verified,16-Mar,Late (31-120 days),n,,,medical,Medical expenses,606xx,IL,20.08,0,Dec-95,1,47,,27,0,12163,35.70%,54,w,18732.64,18732.64,9498.94,9498.94,6267.36,3231.58,0,0,0,17-Oct,528.11,18-Jan,17-Dec,0,73,1,Individual,,,,0,0,267019,2,19,0,0,33,192897,98,4,4,7132,88,34100,0,0,1,4,9890,20431,36.4,0,0,155,224,3,3,1,6,,6,73,1,4,5,5,8,38,6,14,5,27,0,0,0,4,94,20,0,0,351645,205060,32100,213532
10250,10250,10225, 36 months,20.75%,384.86,E,E2,plant operator,2 years,RENT,85000,Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,816xx,CO,16.21,0,06-Jun,0,28,,19,0,13846,76.60%,23,f,0,0,12145.36634,12115.74,10250,1895.37,0,0,0,17-Apr,7935.54,,17-Apr,0,,1,Individual,,,,0,0,82224,2,11,3,6,4,68378,86,2,4,3574,85,16000,1,2,3,10,4328,145,95.5,0,0,108,117,3,3,0,10,28,7,28,0,5,8,5,5,15,8,8,8,19,0,0,0,5,100,100,0,0,95988,82224,10800,79988
12000,12000,12000, 60 months,11.99%,266.88,C,C1,Project Manager,3 years,MORTGAGE,82000,Verified,16-Mar,Fully Paid,n,,,credit_card,Credit card refinancing,907xx,CA,14.3,2,Nov-95,2,32,,8,0,21982,76%,18,w,0,0,13001.80791,13001.81,12000,1001.81,0,0,0,16-Dec,11149.64,,16-Dec,0,5,1,Individual,,,,0,0,389894,0,1,0,1,23,34822,100,0,1,8690,76,29100,0,0,3,2,48736,5525,86,0,0,164,244,21,21,1,21,32,0,32,2,4,6,10,11,3,6,14,6,8,,0,2,0,83,100,0,0,422310,56804,22100,34822
27000,27000,27000, 60 months,7.39%,539.62,A,A4,Senior Product Engineer,8 years,OWN,83400,Not Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,483xx,MI,13.44,0,02-May,0,,,10,0,25298,58.60%,15,w,19079.68,19079.68,10770.23,10770.23,7920.32,2849.91,0,0,0,17-Dec,539.62,18-Jan,17-Dec,0,,1,Individual,,,,0,0,239256,0,2,0,0,49,24360,56,0,0,4867,57,43200,0,1,2,0,23926,133,97.3,0,0,128,166,42,32,1,98,,0,,0,1,2,1,1,6,6,7,2,10,0,0,0,0,100,100,0,0,286664,49720,5000,43763
7325,7325,7325, 36 months,15.31%,255.04,C,C5,,n/a,OWN,35000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,923xx,CA,11.18,0,May-87,1,56,,4,0,11435,79.40%,26,w,3669.92,3669.92,5088.34,5088.34,3655.08,1433.26,0,0,0,17-Dec,255.04,18-Jan,17-Dec,0,,1,Individual,,,,0,0,11435,0,0,0,0,134,0,,2,3,5200,79,14400,0,1,4,3,2859,2065,84.7,0,0,134,346,11,11,1,11,,3,56,0,3,3,3,14,1,4,24,3,4,0,0,0,2,95.2,100,0,0,14400,11435,13500,0
35000,35000,35000, 36 months,18.99%,1282.79,D,D4,"owner, physician",10+ years,MORTGAGE,160000,Verified,16-Mar,Charged Off,n,,,debt_consolidation,Debt consolidation,928xx,CA,17.49,0,Jul-94,0,,80,14,1,26022,60.40%,36,w,0,0,4748.77,4748.77,728.91,480.02,0,3539.83,637.1694,16-May,1282.79,,16-Dec,0,,1,Individual,,,,0,0,666997,1,2,0,6,13,83530,,2,6,5458,60,43100,5,0,5,14,47643,15302,58.8,0,0,108,260,9,3,3,9,,0,,0,7,8,9,15,13,11,18,8,14,0,0,0,3,100,22.2,0,0,702520,109552,37100,101170
13500,13500,13500, 60 months,12.99%,307.1,C,C2,court clerk,8 years,MORTGAGE,36000,Not Verified,16-Mar,Fully Paid,n,,,credit_card,Credit card refinancing,781xx,TX,11.17,0,03-Mar,0,,113,11,1,15854,59.80%,33,w,0,0,14554.03157,14554.03,13500,1054.03,0,0,0,16-Nov,11141.71,,16-Dec,0,,1,Individual,,,,0,135,133150,0,0,0,3,14,0,,1,2,7644,60,26500,2,0,3,5,14794,4838,76.2,0,0,156,83,10,10,3,10,,3,,0,3,4,4,6,13,9,17,4,11,0,0,0,1,100,75,1,0,151361,15854,20300,0
15000,15000,15000, 36 months,11.99%,498.15,C,C1,Owner,2 years,OWN,40000,Not Verified,16-Mar,Charged Off,n,,,debt_consolidation,,606xx,IL,23.59,2,Jan-99,1,8,84,6,1,3148,26.20%,25,w,0,0,2968.92,2968.92,2142.55,826.37,0,0,0,16-Oct,498.15,,17-Dec,0,,1,Individual,,,,0,83,34152,1,2,1,1,10,31004,76,1,4,3110,64,12000,1,0,7,6,5692,8852,26.2,0,0,149,206,1,1,0,1,,6,13,0,2,2,3,8,9,3,14,2,6,0,0,0,2,92,0,1,0,53190,34152,12000,40898
16000,16000,16000, 60 months,15.31%,383.25,C,C5,Home Inspector FRE,2 years,MORTGAGE,50000,Source Verified,16-Mar,Charged Off,n,,,credit_card,,321xx,FL,29.76,1,06-Feb,0,15,79,13,1,17538,58.30%,23,w,0,0,4577.78,4577.78,2306.83,2270.95,0,0,0,17-Apr,383.25,,17-Dec,0,15,1,Individual,,,,0,0,220324,0,2,0,1,16,21620,68,0,3,1828,63,30100,0,6,3,6,16948,468,91.2,0,0,60,77,21,8,3,21,,8,,1,4,8,4,7,3,10,16,8,13,0,0,1,1,100,100,1,0,244750,39158,5300,31941
15000,15000,15000, 60 months,20.75%,403.7,E,E2,maint. supervisor,5 years,MORTGAGE,45000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,335xx,FL,22.77,0,04-May,2,75,,10,0,19094,76.70%,28,w,11586.31,11586.31,8039.42,8039.42,3413.69,4625.73,0,0,0,17-Dec,403.7,18-Jan,17-Dec,0,,1,Individual,,,,0,0,196781,2,2,0,2,21,18287,65,2,3,5875,71,24900,2,0,3,6,19678,986,94.1,0,0,142,142,3,3,4,8,,2,,0,4,6,4,7,13,6,11,6,10,0,0,0,3,100,100,0,0,221390,37381,16700,28070
16800,16800,16800, 36 months,5.32%,505.93,A,A1,Machinist,10+ years,MORTGAGE,110000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,027xx,MA,22.45,0,May-89,1,,,12,0,27508,54.50%,29,w,7609.82,7609.82,10290.07,10290.07,9190.18,1099.89,0,0,0,17-Dec,513,18-Jan,17-Dec,0,,1,Individual,,,,0,0,386902,2,6,2,2,2,114099,85,0,1,14484,71,50500,0,1,3,3,32242,17992,60.5,0,0,244,322,15,2,1,82,,2,,0,2,2,3,5,19,5,9,2,12,0,0,0,2,100,0,0,0,448923,141607,45500,123703
12000,12000,12000, 60 months,18.25%,306.36,D,D3,Manager / Bartender,< 1 year,RENT,31000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,891xx,NV,33.26,0,02-Oct,0,,84,14,1,15389,68.10%,25,w,9130.02,9130.02,6102.87,6102.87,2869.98,3232.89,0,0,0,17-Dec,306.36,18-Jan,17-Dec,0,,1,Individual,,,,0,0,35511,1,1,1,2,3,20122,99,0,2,3442,83,22600,3,1,2,4,2537,2267,85.7,0,0,120,161,19,3,2,19,,4,,0,7,10,8,9,4,13,19,10,14,0,0,0,1,100,75,1,0,42857,35511,15900,20257
19800,19800,19800, 36 months,17.27%,708.59,D,D2,Realtor,10+ years,MORTGAGE,60000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,234xx,VA,34.52,0,Sep-00,1,,,15,0,22081,59.80%,37,w,10062.47,10062.47,14133.81,14133.81,9737.53,4396.28,0,0,0,17-Dec,708.59,18-Jan,17-Dec,0,,1,Individual,,,,0,0,374580,2,4,1,2,6,56249,81,2,3,9503,74,36900,0,0,2,5,26756,9292,65.3,0,0,145,186,5,5,5,7,,5,,0,3,7,4,8,13,9,19,7,15,0,0,0,3,100,25,0,0,403376,78330,26800,69476
3000,3000,3000, 36 months,12.99%,101.07,C,C2,Manager,5 years,OWN,26585,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,782xx,TX,13.32,2,05-Aug,0,12,,10,0,7192,49.90%,12,w,1478.17,1478.17,2032.07,2032.07,1521.83,495.24,15,0,0,17-Dec,101.07,18-Jan,17-Dec,0,,1,Individual,,,,0,0,112452,1,2,0,1,19,105260,,1,2,2278,50,14400,2,0,5,3,11245,6295,30.1,0,0,31,127,5,5,0,33,13,2,12,0,2,7,2,2,2,8,10,7,10,0,0,0,1,83.3,50,0,0,119660,112452,9000,105260
30000,30000,30000, 36 months,7.39%,931.68,A,A4,Guidance Counselor,10+ years,MORTGAGE,72000,Source Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,030xx,NH,18.67,1,01-Dec,0,0,,13,0,134707,36%,28,w,14154.27,14154.27,18608.97,18608.97,15845.73,2763.24,0,0,0,17-Dec,931.68,18-Jan,17-Dec,0,,1,Individual,,,,1,0,214297,1,1,0,0,48,2621,25,3,5,10011,35,209900,0,2,0,5,16484,49749,37.1,0,201,147,171,4,4,1,11,0,15,0,0,5,7,6,11,9,11,18,7,12,0,1,0,3,100,14.3,0,0,305299,137328,81100,10399
8000,8000,8000, 36 months,7.39%,248.45,A,A4,Benefits Manager ,< 1 year,RENT,119000,Source Verified,16-Mar,Fully Paid,n,,,moving,Moving and relocation,951xx,CA,6.33,0,Oct-99,0,,,6,0,15281,53.40%,14,w,0,0,8662.535304,8662.54,8000,662.54,0,0,0,17-Aug,4919.58,,17-Aug,0,,1,Individual,,,,0,0,20201,0,1,0,0,27,4920,39,0,2,6439,49,28600,0,4,0,2,3367,9864,52.1,0,0,136,197,20,20,0,24,,,,0,3,5,3,4,4,5,10,5,6,0,0,0,0,100,0,0,0,41114,20201,20600,12514
28000,28000,28000, 60 months,9.75%,591.48,B,B3,Test Manager,10+ years,MORTGAGE,116000,Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,201xx,VA,31.02,0,Nov-89,0,,,12,0,144145,89%,27,w,20131.62,20131.62,11799.27,11799.27,7868.38,3930.89,0,0,0,17-Dec,591.48,18-Jan,17-Dec,0,,1,Individual,,,,0,0,550919,0,2,1,1,10,17776,51,0,1,19176,89,161190,0,0,1,2,45909,8741,98,0,0,294,316,18,10,5,18,,10,,0,7,8,9,9,5,8,18,8,12,,0,0,1,100,100,0,0,620855,80885,61190,35000
7675,7675,7650, 36 months,20.75%,288.18,E,E2,HUB OPERATIONS AGENT,< 1 year,OWN,24000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,11.24,1,03-Oct,0,11,,7,0,3075,25.60%,12,f,3997.79,3984.76,5745.9,5727.18,3677.21,2068.69,0,0,0,17-Dec,288.18,18-Jan,17-Dec,0,11,1,Individual,,,,0,0,8142,0,2,0,0,62,5067,67,0,2,1015,42,12000,0,0,1,2,1163,8525,26.5,1,0,62,149,16,16,0,27,11,12,11,1,4,4,4,9,2,5,10,4,7,0,0,1,0,81.8,50,0,0,19600,8142,11600,7600
8000,8000,8000, 36 months,7.89%,250.29,A,A5,RN,< 1 year,RENT,40000,Source Verified,16-Mar,Charged Off,n,,,debt_consolidation,Debt consolidation,349xx,FL,17.88,0,Apr-98,0,,86,10,1,15230,54%,34,w,0,0,1952.84,1952.84,1001.53,242.91,0,708.4,127.512,16-Sep,250.29,,17-Feb,0,,1,Individual,,,,0,0,15230,1,0,0,0,38,0,,2,2,7139,54,28200,0,0,1,2,1904,6210,56.3,0,0,147,215,3,3,1,3,,12,,0,2,4,4,11,9,9,22,4,10,0,0,0,2,100,25,1,0,28200,15230,14200,0
10200,10200,10200, 60 months,19.99%,270.19,E,E1,Accounting Clerk,8 years,RENT,38500,Not Verified,16-Mar,Late (31-120 days),n,,,debt_consolidation,Debt consolidation,860xx,AZ,36.5,0,06-Feb,1,52,,11,0,6181,54.20%,17,w,7980.28,7980.28,5110.95,5110.95,2219.72,2891.23,0,0,0,17-Nov,270.19,18-Jan,17-Dec,0,78,1,Individual,,,,0,2828,37103,0,3,2,4,9,30922,87,0,3,2173,79,11400,1,0,4,7,3373,816,84.3,0,0,97,121,20,9,0,20,78,5,78,2,3,5,4,6,7,8,10,5,11,0,0,0,2,93.3,75,0,0,46956,37103,5200,35556
9600,9600,9600, 36 months,5.32%,289.11,A,A1,Poison Specialist,8 years,MORTGAGE,85000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,775xx,TX,23.79,0,Feb-98,0,,,12,0,24393,29.90%,20,w,4455.69,4455.69,5776.53,5776.53,5144.31,632.22,0,0,0,17-Dec,289.11,18-Jan,17-Dec,0,,1,Individual,,,,0,0,76230,1,4,0,1,21,38796,50,2,2,8400,40,81500,0,8,0,3,6353,48652,32.4,0,0,139,217,4,4,1,4,,,,0,5,6,5,5,9,7,10,6,12,0,0,0,2,100,20,0,0,229479,63189,72000,76979
1800,1800,1800, 36 months,14.46%,61.93,C,C4,EVS-Maintenance,10+ years,OWN,28000,Source Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,959xx,CA,14.23,4,Dec-95,0,15,,11,0,8317,75.60%,42,w,0,0,1830.11,1830.11,1800,30.11,0,0,0,16-May,1833,,17-Dec,0,,1,Individual,,,,0,0,8317,1,0,0,0,34,0,,2,3,3226,76,11000,2,1,2,3,756,1231,84.4,0,0,112,243,6,6,1,12,15,7,15,0,7,10,7,23,4,11,37,10,11,0,0,0,2,89.2,42.9,0,0,11000,8317,7900,0
1200,1200,1200, 36 months,21.18%,45.33,E,E3,,n/a,RENT,20000,Verified,16-Mar,Charged Off,n,,,debt_consolidation,Debt consolidation,891xx,NV,29.92,1,Jul-89,3,9,,4,0,4770,82.20%,33,f,0,0,679.72,679.72,393.45,286.27,0,0,0,17-Aug,90.66,,17-Dec,0,9,1,Individual,,,,0,0,4770,2,0,0,0,103,0,,2,3,1932,82,5800,2,0,3,3,1590,68,96.6,0,0,119,320,3,3,12,22,34,1,34,10,1,3,1,9,2,4,19,3,4,0,0,1,2,71.9,100,0,0,5800,4770,2000,0
24000,24000,24000, 36 months,17.27%,858.9,D,D2,,n/a,OWN,55000,Verified,16-Mar,Charged Off,n,,,credit_card,Credit card refinancing,315xx,GA,47.46,0,Nov-89,0,,,15,0,41011,83.50%,36,w,0,0,10260.75,10260.75,6673.92,3586.83,0,0,0,17-Apr,858.9,,17-Apr,0,,1,Individual,,,,0,0,122484,0,3,0,0,34,81473,84,3,8,9424,84,49100,0,0,2,8,8166,3081,87.7,0,0,149,316,7,7,0,7,,7,,0,6,12,6,17,5,12,31,12,15,0,0,0,3,100,66.7,0,0,158479,122484,25100,109379
10000,10000,10000, 36 months,9.75%,321.5,B,B3,Associate,5 years,RENT,75000,Source Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,105xx,NY,8.02,0,Feb-94,0,42,,19,0,11479,56.30%,38,w,0,0,11015.21707,11015.22,10000,1015.22,0,0,0,17-Nov,3076.05,,17-Dec,0,42,1,Individual,,,,0,0,35432,0,8,0,0,78,23953,107,1,2,3967,83,20400,0,0,0,2,1968,1062,87,0,0,161,137,7,7,0,7,,20,45,9,2,8,2,3,19,10,16,8,19,0,0,0,1,65.8,100,0,0,42784,35432,8200,22384
